Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
c-fat500-10.clq      | 11586                          | 11430.00                         | 16                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 55                            
c-fat500-5.clq       | 5841                           | 5790.00                          | 23                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 34                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 55                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 55                            
gen400_p0.9_55.clq   | 6718                           | 6650.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 55                            
hamming10-2.clq      | 50512                          | 50417.00                         | 29                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 55                            
hamming6-4.clq       | 134                            | 134.00                           | 55                            
hamming8-2.clq       | 10976                          | 10968.00                         | 53                            
hamming8-4.clq       | 1472                           | 1472.00                          | 55                            

Run: 56
c-fat200-1.clq       | 1284                           | 1284.00                          | 56                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 56                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 56                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 56                            
c-fat500-10.clq      | 11586                          | 11429.00                         | 16                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 56                            
c-fat500-5.clq       | 5841                           | 5791.00                          | 24                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 35                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 56                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 56                            
gen400_p0.9_55.clq   | 6718                           | 6651.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 56                            
hamming10-2.clq      | 50512                          | 50419.00                         | 30                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 56                            
hamming6-4.clq       | 134                            | 134.00                           | 56                            
hamming8-2.clq       | 10976                          | 10968.00                         | 54                            
hamming8-4.clq       | 1472                           | 1472.00                          | 56                            

Run: 57
c-fat200-1.clq       | 1284                           | 1284.00                          | 57                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 57                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 57                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 57                            
c-fat500-10.clq      | 11586                          | 11430.00                         | 16                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 57                            
c-fat500-5.clq       | 5841                           | 5790.00                          | 24                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 36                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 57                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 57                            
gen400_p0.9_55.clq   | 6718                           | 6650.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 57                            
hamming10-2.clq      | 50512                          | 50417.00                         | 30                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 57                            
hamming6-4.clq       | 134                            | 134.00                           | 57                            
hamming8-2.clq       | 10976                          | 10968.00                         | 55                            
hamming8-4.clq       | 1472                           | 1472.00                          | 57                            

Run: 58
c-fat200-1.clq       | 1284                           | 1284.00                          | 58                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 58                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 58                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 58                            
c-fat500-10.clq      | 11586                          | 11433.00                         | 17                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 58                            
c-fat500-5.clq       | 5841                           | 5789.00                          | 24                            
DSJC1000_5.clq       | 2186                           | 2143.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 37                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 58                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 58                            
gen400_p0.9_55.clq   | 6718                           | 6649.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 58                            
hamming10-2.clq      | 50512                          | 50415.00                         | 30                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 58                            
hamming6-4.clq       | 134                            | 134.00                           | 58                            
hamming8-2.clq       | 10976                          | 10969.00                         | 56                            
hamming8-4.clq       | 1472                           | 1472.00                          | 58                            

Run: 59
c-fat200-1.clq       | 1284                           | 1284.00                          | 59                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 59                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 59                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 59                            
c-fat500-10.clq      | 11586                          | 11435.00                         | 18                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 59                            
c-fat500-5.clq       | 5841                           | 5790.00                          | 25                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 38                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 59                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 59                            
gen400_p0.9_55.clq   | 6718                           | 6650.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 59                            
hamming10-2.clq      | 50512                          | 50413.00                         | 30                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 59                            
hamming6-4.clq       | 134                            | 134.00                           | 59                            
hamming8-2.clq       | 10976                          | 10969.00                         | 57                            
hamming8-4.clq       | 1472                           | 1472.00                          | 59                            

Run: 60
c-fat200-1.clq       | 1284                           | 1284.00                          | 60                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 60                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 60                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 60                            
c-fat500-10.clq      | 11586                          | 11435.00                         | 18                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 60                            
c-fat500-5.clq       | 5841                           | 5791.00                          | 26                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 38                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 60                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 60                            
gen400_p0.9_55.clq   | 6718                           | 6649.00                          | 1                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 60                            
hamming10-2.clq      | 50512                          | 50415.00                         | 31                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 60                            
hamming6-4.clq       | 134                            | 134.00                           | 60                            
hamming8-2.clq       | 10976                          | 10966.00                         | 57                            
hamming8-4.clq       | 1472                           | 1472.00                          | 60                            

Run: 61
c-fat200-1.clq       | 1284                           | 1284.00                          | 61                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 61                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 61                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 61                            
c-fat500-10.clq      | 11586                          | 11431.00                         | 18                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 61                            
c-fat500-5.clq       | 5841                           | 5790.00                          | 26                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 39                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 61                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 61                            
gen400_p0.9_55.clq   | 6718                           | 6650.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 8                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 61                            
hamming10-2.clq      | 50512                          | 50416.00                         | 32                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 61                            
hamming6-4.clq       | 134                            | 134.00                           | 61                            
hamming8-2.clq       | 10976                          | 10962.00                         | 57                            
hamming8-4.clq       | 1472                           | 1472.00                          | 61                            

Run: 62
c-fat200-1.clq       | 1284                           | 1284.00                          | 62                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 62                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 62                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 62                            
c-fat500-10.clq      | 11586                          | 11433.00                         | 19                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 62                            
c-fat500-5.clq       | 5841                           | 5791.00                          | 27                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 39                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 62                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 62                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 9                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 62                            
hamming10-2.clq      | 50512                          | 50418.00                         | 33                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 62                            
hamming6-4.clq       | 134                            | 134.00                           | 62                            
hamming8-2.clq       | 10976                          | 10963.00                         | 58                            
hamming8-4.clq       | 1472                           | 1472.00                          | 62                            

Run: 63
c-fat200-1.clq       | 1284                           | 1284.00                          | 63                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 63                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 63                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 63                            
c-fat500-10.clq      | 11586                          | 11433.00                         | 19                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 63                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 28                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 39                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 63                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 63                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 9                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 63                            
hamming10-2.clq      | 50512                          | 50419.00                         | 34                            
hamming10-4.clq      | 4984                           | 4861.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 63                            
hamming6-4.clq       | 134                            | 134.00                           | 63                            
hamming8-2.clq       | 10976                          | 10963.00                         | 59                            
hamming8-4.clq       | 1472                           | 1472.00                          | 63                            

Run: 64
c-fat200-1.clq       | 1284                           | 1284.00                          | 64                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 64                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 64                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 64                            
c-fat500-10.clq      | 11586                          | 11433.00                         | 19                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 64                            
c-fat500-5.clq       | 5841                           | 5791.00                          | 28                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 40                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 64                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 64                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 9                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 64                            
hamming10-2.clq      | 50512                          | 50421.00                         | 35                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 64                            
hamming6-4.clq       | 134                            | 134.00                           | 64                            
hamming8-2.clq       | 10976                          | 10963.00                         | 60                            
hamming8-4.clq       | 1472                           | 1472.00                          | 64                            

Run: 65
c-fat200-1.clq       | 1284                           | 1284.00                          | 65                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 65                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 65                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 65                            
c-fat500-10.clq      | 11586                          | 11435.00                         | 20                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 65                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 29                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 41                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 65                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 65                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 9                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 65                            
hamming10-2.clq      | 50512                          | 50422.00                         | 36                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 65                            
hamming6-4.clq       | 134                            | 134.00                           | 65                            
hamming8-2.clq       | 10976                          | 10963.00                         | 61                            
hamming8-4.clq       | 1472                           | 1472.00                          | 65                            

Run: 66
c-fat200-1.clq       | 1284                           | 1284.00                          | 66                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 66                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 66                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 66                            
c-fat500-10.clq      | 11586                          | 11438.00                         | 21                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 66                            
c-fat500-5.clq       | 5841                           | 5793.00                          | 30                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 42                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 66                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 66                            
gen400_p0.9_55.clq   | 6718                           | 6647.00                          | 2                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 9                             
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 66                            
hamming10-2.clq      | 50512                          | 50424.00                         | 37                            
hamming10-4.clq      | 4984                           | 4862.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 66                            
hamming6-4.clq       | 134                            | 134.00                           | 66                            
hamming8-2.clq       | 10976                          | 10963.00                         | 62                            
hamming8-4.clq       | 1472                           | 1472.00                          | 66                            

Run: 67
c-fat200-1.clq       | 1284                           | 1284.00                          | 67                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 67                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 67                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 67                            
c-fat500-10.clq      | 11586                          | 11436.00                         | 21                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 67                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 30                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 42                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 67                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 67                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 67                            
hamming10-2.clq      | 50512                          | 50422.00                         | 37                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 67                            
hamming6-4.clq       | 134                            | 134.00                           | 67                            
hamming8-2.clq       | 10976                          | 10964.00                         | 63                            
hamming8-4.clq       | 1472                           | 1472.00                          | 67                            

Run: 68
c-fat200-1.clq       | 1284                           | 1284.00                          | 68                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 68                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 68                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 68                            
c-fat500-10.clq      | 11586                          | 11435.00                         | 21                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 68                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 30                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 43                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 68                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 68                            
gen400_p0.9_55.clq   | 6718                           | 6648.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 68                            
hamming10-2.clq      | 50512                          | 50420.00                         | 37                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 68                            
hamming6-4.clq       | 134                            | 134.00                           | 68                            
hamming8-2.clq       | 10976                          | 10964.00                         | 64                            
hamming8-4.clq       | 1472                           | 1472.00                          | 68                            

Run: 69
c-fat200-1.clq       | 1284                           | 1284.00                          | 69                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 69                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 69                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 69                            
c-fat500-10.clq      | 11586                          | 11430.00                         | 21                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 69                            
c-fat500-5.clq       | 5841                           | 5791.00                          | 30                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 3                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 44                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 69                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 69                            
gen400_p0.9_55.clq   | 6718                           | 6647.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 69                            
hamming10-2.clq      | 50512                          | 50422.00                         | 38                            
hamming10-4.clq      | 4984                           | 4863.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 69                            
hamming6-4.clq       | 134                            | 134.00                           | 69                            
hamming8-2.clq       | 10976                          | 10964.00                         | 65                            
hamming8-4.clq       | 1472                           | 1472.00                          | 69                            

Run: 70
c-fat200-1.clq       | 1284                           | 1284.00                          | 70                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 70                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 70                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 70                            
c-fat500-10.clq      | 11586                          | 11432.00                         | 22                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 70                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 31                            
DSJC1000_5.clq       | 2186                           | 2143.00                          | 4                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 44                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 70                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 70                            
gen400_p0.9_55.clq   | 6718                           | 6646.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 70                            
hamming10-2.clq      | 50512                          | 50423.00                         | 39                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 70                            
hamming6-4.clq       | 134                            | 134.00                           | 70                            
hamming8-2.clq       | 10976                          | 10964.00                         | 66                            
hamming8-4.clq       | 1472                           | 1472.00                          | 70                            

Run: 71
c-fat200-1.clq       | 1284                           | 1284.00                          | 71                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 71                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 71                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 71                            
c-fat500-10.clq      | 11586                          | 11428.00                         | 22                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 71                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 32                            
DSJC1000_5.clq       | 2186                           | 2143.00                          | 4                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 45                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 71                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 71                            
gen400_p0.9_55.clq   | 6718                           | 6645.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 71                            
hamming10-2.clq      | 50512                          | 50424.00                         | 40                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 71                            
hamming6-4.clq       | 134                            | 134.00                           | 71                            
hamming8-2.clq       | 10976                          | 10964.00                         | 67                            
hamming8-4.clq       | 1472                           | 1472.00                          | 71                            

Run: 72
c-fat200-1.clq       | 1284                           | 1284.00                          | 72                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 72                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 72                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 72                            
c-fat500-10.clq      | 11586                          | 11426.00                         | 22                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 72                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 32                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 4                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 45                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 72                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 72                            
gen400_p0.9_55.clq   | 6718                           | 6644.00                          | 3                             
gen400_p0.9_65.clq   | 6931                           | 6917.00                          | 10                            
gen400_p0.9_75.clq   | 8006                           | 8006.00                          | 72                            
hamming10-2.clq      | 50512                          | 50425.00                         | 41                            
hamming10-4.clq      | 4984                           | 4864.00                          | 1                             
hamming6-2.clq       | 1072                           | 1072.00                          | 72                            
hamming6-4.clq       | 134                            | 134.00                           | 72                            
hamming8-2.clq       | 10976                          | 10964.00                         | 68                            
hamming8-4.clq       | 1472                           | 1472.00                          | 72                            

Run: 73
c-fat200-1.clq       | 1284                           | 1284.00                          | 73                            
c-fat200-2.clq       | 2411                           | 2411.00                          | 73                            
c-fat200-5.clq       | 5887                           | 5887.00                          | 73                            
c-fat500-1.clq       | 1354                           | 1354.00                          | 73                            
c-fat500-10.clq      | 11586                          | 11426.00                         | 22                            
c-fat500-2.clq       | 2628                           | 2628.00                          | 73                            
c-fat500-5.clq       | 5841                           | 5792.00                          | 32                            
DSJC1000_5.clq       | 2186                           | 2142.00                          | 4                             
DSJC500_5.clq        | 1725                           | 1718.00                          | 45                            
gen200_p0.9_44.clq   | 5043                           | 5043.00                          | 73                            
gen200_p0.9_55.clq   | 5416                           | 5416.00                          | 73                            
gen400_p0.9_55.clq   | 6718                           | 6643.00                          | 3                             
