Algorithm: Config_3b.txt
Run Time: 10(s)
Runs: 100
Instance Name        | Instance Best Objective Value  | Instance Average Objective Value | Highest Objective Value Count 
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111083.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 84                            

Run: 85
johnson16-2-4.clq    | 548                            | 548.00                           | 85                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 85                            
johnson8-4-4.clq     | 511                            | 511.00                           | 85                            
keller4.clq          | 1153                           | 1153.00                          | 85                            
keller5.clq          | 3317                           | 3317.00                          | 85                            
keller6.clq          | 7231                           | 6732.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 85                            

Run: 86
johnson16-2-4.clq    | 548                            | 548.00                           | 86                            
johnson32-2-4.clq    | 1992                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 86                            
johnson8-4-4.clq     | 511                            | 511.00                           | 86                            
keller4.clq          | 1153                           | 1153.00                          | 86                            
keller5.clq          | 3317                           | 3317.00                          | 86                            
keller6.clq          | 7231                           | 6732.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 86                            

Run: 87
johnson16-2-4.clq    | 548                            | 548.00                           | 87                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 87                            
johnson8-4-4.clq     | 511                            | 511.00                           | 87                            
keller4.clq          | 1153                           | 1153.00                          | 87                            
keller5.clq          | 3317                           | 3317.00                          | 87                            
keller6.clq          | 7231                           | 6731.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 87                            

Run: 88
johnson16-2-4.clq    | 548                            | 548.00                           | 88                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 88                            
johnson8-4-4.clq     | 511                            | 511.00                           | 88                            
keller4.clq          | 1153                           | 1153.00                          | 88                            
keller5.clq          | 3317                           | 3317.00                          | 88                            
keller6.clq          | 7231                           | 6731.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 88                            

Run: 89
johnson16-2-4.clq    | 548                            | 548.00                           | 89                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 89                            
johnson8-4-4.clq     | 511                            | 511.00                           | 89                            
keller4.clq          | 1153                           | 1153.00                          | 89                            
keller5.clq          | 3317                           | 3317.00                          | 89                            
keller6.clq          | 7231                           | 6729.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 89                            

Run: 90
johnson16-2-4.clq    | 548                            | 548.00                           | 90                            
johnson32-2-4.clq    | 1992                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 90                            
johnson8-4-4.clq     | 511                            | 511.00                           | 90                            
keller4.clq          | 1153                           | 1153.00                          | 90                            
keller5.clq          | 3317                           | 3317.00                          | 90                            
keller6.clq          | 7231                           | 6727.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 11                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 90                            

Run: 91
johnson16-2-4.clq    | 548                            | 548.00                           | 91                            
johnson32-2-4.clq    | 1992                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 91                            
johnson8-4-4.clq     | 511                            | 511.00                           | 91                            
keller4.clq          | 1153                           | 1153.00                          | 91                            
keller5.clq          | 3317                           | 3317.00                          | 91                            
keller6.clq          | 7231                           | 6728.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 91                            

Run: 92
johnson16-2-4.clq    | 548                            | 548.00                           | 92                            
johnson32-2-4.clq    | 1992                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 92                            
johnson8-4-4.clq     | 511                            | 511.00                           | 92                            
keller4.clq          | 1153                           | 1153.00                          | 92                            
keller5.clq          | 3317                           | 3317.00                          | 92                            
keller6.clq          | 7231                           | 6728.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 92                            

Run: 93
johnson16-2-4.clq    | 548                            | 548.00                           | 93                            
johnson32-2-4.clq    | 1992                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 93                            
johnson8-4-4.clq     | 511                            | 511.00                           | 93                            
keller4.clq          | 1153                           | 1153.00                          | 93                            
keller5.clq          | 3317                           | 3317.00                          | 93                            
keller6.clq          | 7231                           | 6728.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 93                            

Run: 94
johnson16-2-4.clq    | 548                            | 548.00                           | 94                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 94                            
johnson8-4-4.clq     | 511                            | 511.00                           | 94                            
keller4.clq          | 1153                           | 1153.00                          | 94                            
keller5.clq          | 3317                           | 3317.00                          | 94                            
keller6.clq          | 7231                           | 6727.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 94                            

Run: 95
johnson16-2-4.clq    | 548                            | 548.00                           | 95                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 95                            
johnson8-4-4.clq     | 511                            | 511.00                           | 95                            
keller4.clq          | 1153                           | 1153.00                          | 95                            
keller5.clq          | 3317                           | 3317.00                          | 95                            
keller6.clq          | 7231                           | 6727.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 95                            

Run: 96
johnson16-2-4.clq    | 548                            | 548.00                           | 96                            
johnson32-2-4.clq    | 1992                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 96                            
johnson8-4-4.clq     | 511                            | 511.00                           | 96                            
keller4.clq          | 1153                           | 1153.00                          | 96                            
keller5.clq          | 3317                           | 3317.00                          | 96                            
keller6.clq          | 7231                           | 6727.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34153                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 96                            

Run: 97
johnson16-2-4.clq    | 548                            | 548.00                           | 97                            
johnson32-2-4.clq    | 2023                           | 1947.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 97                            
johnson8-4-4.clq     | 511                            | 511.00                           | 97                            
keller4.clq          | 1153                           | 1153.00                          | 97                            
keller5.clq          | 3317                           | 3317.00                          | 97                            
keller6.clq          | 7231                           | 6726.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34154                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 97                            

Run: 98
johnson16-2-4.clq    | 548                            | 548.00                           | 98                            
johnson32-2-4.clq    | 2023                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 98                            
johnson8-4-4.clq     | 511                            | 511.00                           | 98                            
keller4.clq          | 1153                           | 1153.00                          | 98                            
keller5.clq          | 3317                           | 3317.00                          | 98                            
keller6.clq          | 7231                           | 6727.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34154                          | 34143.00                         | 1                             
MANN_a81.clq         | 111112                         | 111082.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 98                            

Run: 99
johnson16-2-4.clq    | 548                            | 548.00                           | 99                            
johnson32-2-4.clq    | 2023                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 99                            
johnson8-4-4.clq     | 511                            | 511.00                           | 99                            
keller4.clq          | 1153                           | 1153.00                          | 99                            
keller5.clq          | 3317                           | 3317.00                          | 99                            
keller6.clq          | 7231                           | 6726.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34154                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111081.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 99                            

Run: 100
johnson16-2-4.clq    | 548                            | 548.00                           | 100                           
johnson32-2-4.clq    | 2023                           | 1946.00                          | 1                             
johnson8-2-4.clq     | 66                             | 66.00                            | 100                           
johnson8-4-4.clq     | 511                            | 511.00                           | 100                           
keller4.clq          | 1153                           | 1153.00                          | 100                           
keller5.clq          | 3317                           | 3317.00                          | 100                           
keller6.clq          | 7231                           | 6726.00                          | 1                             
MANN_a27.clq         | 12253                          | 12251.00                         | 12                            
MANN_a45.clq         | 34154                          | 34144.00                         | 1                             
MANN_a81.clq         | 111112                         | 111081.00                        | 3                             
MANN_a9.clq          | 372                            | 372.00                           | 100                           

